seed,maximum observed yield
612226,95.12897845
713426,98.17713445
296512,83.93941968
505103,95.38648822
406584,91.93340238
943455,83.59935968
729583,98.17713445
281051,91.13914928
375952,98.84920594
141745,89.55924552
743606,99.99999
635743,98.17713445
739236,92.65898323
908706,94.15173815
353370,92.65898323
473980,98.28722602
219165,89.5866498
119175,92.39124083
970707,83.82528245
713286,92.89765441
738010,98.17713445
772878,98.28722602
206349,93.10117477
499893,94.54981251
686989,86.19820374
418992,94.87994774
365991,95.38648822
139287,89.5987779
89903,84.89551287
373358,88.35188783
76105,99.99999
67367,99.99999
216658,92.11972779
725441,94.87994774
542929,93.31083413
985587,95.38648822
648114,99.99999
490189,97.29293259
914107,92.11972779
373540,98.73132029
417086,92.35381549
943899,91.52862329
455514,93.42111456
645963,94.69105416
609327,97.94800557
222322,92.95670274
197995,94.69105416
905933,75.03674068
125850,93.58777419
729268,98.84920594
