seed,maximum observed yield
486549,99.99999
76709,94.15173815
102900,98.17713445
354333,98.17713445
801498,99.99999
123817,83.05466982
196321,98.17713445
294548,83.93941968
665408,99.99999
279829,99.61910732
484956,98.28722602
76886,83.29437838
873504,85.89473594
597376,95.38648822
436780,99.03446213
635493,98.84920594
671889,85.89473594
712834,96.13228316
145654,97.56849953
446956,80.9780499
766127,99.61910732
296750,83.14947865
268928,97.56849953
801944,99.03446213
180043,93.03255731
899789,99.99999
797035,95.38648822
206027,99.99999
790439,99.61910732
594001,98.84920594
508088,98.84920594
138386,99.99999
830617,99.99999
329033,99.61910732
971339,99.03446213
775004,98.84920594
406368,98.84920594
59376,98.28722602
952920,99.99999
522292,73.73993868
75164,95.38648822
470251,98.84920594
783855,99.99999
413032,95.07020116
915606,99.61910732
256215,99.03446213
485145,98.17713445
219459,99.61910732
884825,99.99999
587201,83.93941968
