seed,maximum observed yield
878665,98.73132029
597344,99.61910732
492231,99.99999
194768,99.03446213
473100,99.61910732
37483,99.99999
354108,99.99999
661866,95.75260589
394209,99.61910732
173903,99.99999
353830,98.84920594
849054,99.99999
354402,99.61910732
105235,98.73132029
60761,99.99999
663088,99.99999
650024,99.99999
47867,99.61910732
687493,98.84920594
521017,99.61910732
479521,98.84920594
60389,99.61910732
941433,98.84920594
350139,99.99999
259557,99.61910732
778434,99.61910732
717465,99.61910732
126144,97.56849953
536333,99.61910732
48804,99.61910732
914980,97.56849953
778003,99.61910732
802811,99.99999
868743,99.61910732
38348,98.84920594
202471,99.99999
604974,99.61910732
503319,96.13228316
77949,99.99999
897200,83.93941968
327362,98.84920594
938514,90.99050642
64825,99.61910732
795799,99.03446213
616231,99.61910732
467239,99.99999
845366,99.61910732
988585,99.61910732
480231,99.99999
413794,93.10117477
