seed,maximum observed yield
313647,98.69
626193,98.2
345815,99.15
443134,98.69
52811,98.69
345462,99.15
915857,98.69
261588,99.15
670601,98.69
604016,100.0
823104,98.69
357375,98.69
610915,98.69
553005,99.15
6002,98.69
224757,98.69
166978,98.69
755108,96.57
551930,98.69
603506,100.0
599988,98.42
791558,98.42
430781,97.09
520639,98.69
791415,99.15
621193,98.69
422437,98.69
457170,98.69
697491,100.0
171586,98.42
926476,100.0
424340,98.2
517966,100.0
395031,98.69
399117,98.69
844867,98.69
908568,99.15
907427,100.0
325342,99.15
891426,98.69
546451,98.69
931507,98.69
98151,98.69
265760,98.69
636687,98.69
725832,95.85
777429,97.09
638991,98.69
909790,98.53
360918,98.69
