seed,maximum observed yield
588090,98.69
151570,99.05
100480,98.69
272055,98.69
213706,98.53
276704,98.69
820838,98.2
1898,98.2
958138,100.0
992492,96.74
710041,100.0
716659,98.42
358966,98.69
843290,97.09
717127,98.53
512541,98.69
145818,98.69
784956,96.74
211385,99.15
199907,98.69
99619,100.0
498226,96.3
239261,97.29
479574,100.0
130037,98.69
131135,94.82
620232,96.74
142919,97.83
140239,97.98
353488,96.6
454478,98.69
585670,96.89
264345,98.69
516079,96.7
34817,99.05
343631,98.69
58119,98.69
984876,98.69
369376,98.69
518049,98.69
485531,100.0
144763,98.69
577231,98.69
306730,100.0
841391,99.15
199850,97.42
508738,98.69
656541,98.69
138640,99.15
196227,100.0
