seed,maximum observed yield
185491,98.69
245047,98.2
789650,97.42
886504,98.69
364867,98.69
21628,98.69
572730,100.0
904628,100.0
982263,98.53
875387,98.69
576801,98.69
895868,98.69
833976,98.69
843674,98.69
394981,98.69
51479,98.69
463446,100.0
81778,100.0
998288,98.2
748611,98.69
552665,97.42
150530,100.0
673111,98.69
514210,98.69
767879,100.0
949680,100.0
821971,100.0
638742,98.69
732129,100.0
302285,98.69
513753,98.53
634529,96.04
620241,98.69
959143,98.69
714781,98.69
84769,98.69
400753,98.69
252870,98.69
771169,98.69
195569,98.69
93347,98.69
890127,98.69
466392,100.0
936847,98.2
949042,100.0
302419,98.69
15171,98.69
173915,98.53
264033,98.69
185331,98.69
