seed,maximum observed yield
439858,98.69
559322,99.15
880400,98.69
748800,100.0
593644,100.0
701317,99.15
902377,99.15
817812,98.69
824766,98.69
271820,99.15
1039,100.0
294326,93.79
783223,97.09
201844,96.38
232948,98.69
224822,99.15
706705,98.69
472921,100.0
742862,96.7
438552,98.69
658377,99.15
542998,98.69
17129,100.0
802517,98.69
681738,98.69
282107,99.15
87299,100.0
993090,98.69
893659,100.0
37762,100.0
730399,100.0
615339,98.69
305004,98.69
711091,98.69
356090,98.2
513553,98.69
951250,99.15
532463,98.69
389101,98.69
702483,100.0
143771,98.69
575454,98.69
417381,98.69
75417,98.69
628425,98.2
152229,98.69
581807,100.0
551111,96.3
847804,93.43
253590,98.69
