seed,maximum observed yield
837180,100.0
808232,100.0
890292,96.16
438842,96.97
897837,98.69
242972,100.0
247353,99.15
756343,99.15
102217,100.0
191099,99.15
302793,98.69
512951,98.69
982690,98.2
162974,99.15
247977,98.69
236286,98.2
291266,95.85
1023,100.0
662218,100.0
965202,98.2
292133,99.15
968203,98.61
509663,98.69
568329,98.69
710580,98.53
898794,100.0
336845,97.83
892642,100.0
318302,98.69
716357,98.69
706031,99.15
662262,99.15
692692,97.09
860340,96.97
358167,99.15
350749,100.0
894089,98.69
386903,98.69
115343,98.2
5990,98.53
481027,100.0
50518,99.15
546436,99.15
432024,98.69
882742,100.0
954651,100.0
863610,96.04
220170,98.2
913938,99.15
392153,98.42
