seed,maximum observed yield
572134,99.81
787153,91.27
229523,100.0
62335,99.81
866987,80.86
317635,100.0
577179,100.0
661784,89.17
258410,100.0
144958,99.81
574752,100.0
654731,100.0
71428,100.0
474861,100.0
519399,100.0
524076,100.0
776611,100.0
519031,100.0
473530,100.0
173400,100.0
536406,100.0
870471,99.98
333323,99.22
209705,89.17
903297,99.22
106196,100.0
993686,99.98
231543,99.81
98342,99.98
582579,99.81
904700,100.0
598329,100.0
268234,100.0
352748,100.0
366467,99.98
909912,100.0
857457,100.0
272094,100.0
915829,83.62
150573,100.0
262069,100.0
15987,100.0
86077,89.17
535267,100.0
108327,99.98
841772,89.17
211169,99.98
384713,100.0
241035,100.0
485711,99.98
