seed,maximum observed yield
210966,99.98
716420,100.0
788539,100.0
416894,100.0
188655,98.38
350514,100.0
206663,100.0
56266,100.0
183664,100.0
361436,99.98
740896,100.0
167379,89.17
521823,100.0
322085,99.81
839056,100.0
661188,100.0
628725,100.0
682508,99.81
308098,99.81
92522,100.0
303036,89.17
604852,100.0
491304,100.0
412488,99.81
237242,100.0
835669,100.0
121914,99.98
19737,96.64
201987,100.0
934867,99.81
619592,99.81
923669,100.0
394789,99.22
298629,100.0
401632,100.0
772843,100.0
820890,99.81
896494,100.0
679734,99.22
471011,100.0
618518,100.0
581794,100.0
267650,100.0
29374,99.98
128683,100.0
168480,100.0
442404,100.0
890918,99.22
9177,100.0
616862,99.22
