seed,maximum observed yield
925279,99.22
850304,100.0
539694,99.98
639450,99.98
197007,99.98
9145,99.98
543934,79.76
983083,89.17
89616,99.81
836459,98.38
212255,98.38
778222,86.14
508074,98.38
943119,99.98
548483,96.64
680931,100.0
744238,99.81
378990,89.17
193649,99.22
737048,99.22
200903,99.98
752357,98.38
253078,99.81
695539,99.22
249878,99.81
668436,99.98
398903,99.81
436041,99.98
478066,80.39
510145,89.14
13633,99.98
927816,96.64
795175,99.22
371471,88.41
886350,100.0
721665,99.81
148396,99.81
371551,99.98
547244,99.81
101141,100.0
514483,99.22
258400,99.98
446037,99.81
915309,99.98
184398,99.81
199452,100.0
907218,89.17
981729,99.98
988956,99.98
668041,100.0
