seed,maximum observed yield
745638,100.0
173543,99.81
452528,99.98
825583,89.17
944369,99.81
222490,100.0
976145,100.0
579244,100.0
416626,99.98
168642,100.0
476917,99.98
436253,100.0
993983,100.0
802222,99.98
56157,99.98
560534,89.17
636917,99.22
617850,100.0
588550,98.38
528367,99.81
942026,100.0
902198,100.0
660456,100.0
361996,99.81
185670,91.27
256824,99.81
99765,100.0
88872,99.98
537510,99.22
997576,99.98
933302,100.0
942572,88.41
112165,100.0
374680,98.38
314116,99.81
378696,100.0
760483,91.11
720021,100.0
33207,99.98
216928,99.81
815622,99.98
410179,99.98
871336,100.0
928125,100.0
72172,100.0
448017,89.14
1407,100.0
488138,100.0
574460,100.0
67120,100.0
