seed,maximum observed yield
51336,94.68
781356,96.28
790684,100.0
551321,100.0
308636,94.38
684741,96.49
872703,97.09
797502,98.42
120010,98.61
740480,96.57
587354,96.42
894058,96.32
6976,96.3
834696,94.83
924788,92.52
77840,97.45
806,90.14
15490,98.2
790886,94.82
540542,82.07
646088,95.85
540781,94.76
617932,90.3
333732,94.74
294049,95.58
355596,95.06
824307,96.61
83944,95.65
643514,95.49
903281,94.83
363626,91.99
115117,96.49
272974,99.05
362588,96.48
852517,92.04
192034,93.94
839390,98.2
611036,96.25
155427,94.32
294044,95.58
678964,100.0
380358,94.82
407924,94.68
639511,98.69
625075,95.85
35767,94.33
556191,96.97
444458,98.53
981233,96.97
98115,98.2
