seed,maximum observed yield
500072,97.32
458429,98.69
816699,98.69
570911,94.03
76030,99.15
226069,98.53
701880,96.42
947471,99.15
266806,98.69
481163,98.53
363384,100.0
354845,96.38
559282,98.42
871176,98.53
825003,98.69
7493,96.14
756190,98.2
424847,88.37
223391,98.53
206570,98.69
91299,98.69
299219,99.15
923889,98.69
718061,99.15
864058,98.69
537927,99.15
768918,95.85
770070,98.69
173909,98.53
944682,93.95
515088,91.24
211114,98.69
230288,98.69
359023,94.82
71923,98.69
988250,95.34
291522,98.69
188867,95.31
504950,97.42
549164,96.14
443141,94.41
385745,96.16
971494,98.42
875980,98.2
65671,95.8
268211,95.95
432053,97.98
361875,98.69
717080,98.53
298062,94.26
