seed,maximum observed yield
684009,98.69
769480,99.15
887567,99.15
93525,100.0
664768,98.69
304219,99.15
646960,100.0
948583,98.69
283985,98.69
358317,99.15
255897,98.69
509128,98.69
429489,98.69
536387,98.69
961893,98.69
769067,98.69
548366,100.0
411486,98.69
335560,98.69
405805,98.69
848809,98.69
863037,98.69
736995,98.69
902362,98.69
288270,98.69
109145,98.69
460911,98.2
50496,98.53
179336,98.69
409086,98.69
419033,98.69
18588,98.69
773136,98.69
429411,99.15
884026,98.69
184263,98.69
281831,95.8
672588,98.69
333780,98.69
131148,99.15
955536,98.69
713481,98.69
418821,98.69
886895,99.15
640351,99.15
598716,98.69
735346,98.69
999963,99.15
404445,98.2
632504,100.0
