seed,maximum observed yield
607186,98.69
809447,99.15
255329,99.15
662023,98.69
487721,98.69
898288,99.15
748687,98.69
332690,100.0
642634,98.61
761572,98.69
903291,98.69
155300,100.0
239607,100.0
136581,98.69
923635,98.69
662718,98.69
833105,98.69
131165,99.15
8800,100.0
94876,99.15
895546,99.15
921200,98.69
249799,98.69
617324,99.15
826928,100.0
291225,98.53
256097,98.53
93809,100.0
687969,98.53
269623,99.15
223394,96.38
336105,99.15
731051,98.69
694674,99.05
267861,98.69
755633,99.15
205893,100.0
336355,100.0
443585,98.69
699595,97.09
930229,96.16
36937,99.15
795661,100.0
651734,98.69
287865,98.69
679367,96.48
649161,99.15
476161,99.15
748285,98.69
473615,99.15
