seed,maximum observed yield
285334,98.69
730892,99.15
756190,98.69
41829,94.82
791882,98.53
332575,98.69
414890,99.15
577485,97.45
305828,100.0
365040,100.0
766420,98.53
806759,97.29
821400,98.69
47245,98.69
184235,99.05
558824,100.0
18707,98.69
309818,100.0
410308,99.15
758436,98.69
592169,96.14
903005,100.0
76651,98.69
312216,96.97
73694,98.69
51463,98.69
756821,100.0
61501,98.69
927935,98.69
623082,97.83
27279,100.0
125661,97.09
549449,98.69
409856,98.69
265934,97.09
732743,100.0
332278,100.0
10242,98.69
385420,100.0
549118,98.69
362574,98.53
694688,96.74
988681,96.74
586145,98.69
246636,97.83
169715,98.69
903652,100.0
118763,95.34
454210,98.69
417037,96.2
