seed,maximum observed yield
666080,95.93
720125,93.65
18522,95.31
512621,93.12
522633,93.73
923271,96.89
337301,96.61
778634,96.76
592674,95.8
742027,98.53
903230,95.93
946747,95.85
482970,90.79
200209,98.42
469768,92.3
72308,98.69
90640,96.97
770285,95.31
526959,95.85
607818,96.61
526204,97.42
259056,95.86
497980,95.37
833749,100.0
123325,96.32
913142,94.15
350728,96.7
383928,96.04
511467,94.08
182082,97.09
204112,93.82
438405,93.82
778079,96.61
105529,98.69
423398,92.65
993894,94.88
483667,96.0
272635,92.9
781019,98.53
713961,100.0
707398,92.8
649305,96.6
985208,96.76
187084,96.76
504769,97.45
288393,96.42
234651,94.82
797390,95.8
603233,96.74
935952,96.25
