seed,maximum observed yield
202812,99.15
982408,98.69
255593,98.53
879855,99.15
572608,98.69
487440,97.42
231309,98.69
767226,96.61
988205,98.2
358438,96.61
194959,100.0
700199,100.0
187245,98.69
542449,98.2
619143,100.0
884951,96.75
686356,98.69
408860,100.0
747254,98.69
673855,100.0
930149,99.15
855917,96.3
385568,100.0
914947,98.61
58227,96.6
652940,98.69
316741,100.0
565705,99.15
433998,98.69
736735,99.15
988762,98.53
194514,100.0
519168,99.15
79274,98.69
312919,98.69
129509,98.69
281181,99.15
827608,100.0
388296,98.69
156901,99.05
386789,98.69
350907,97.98
249175,96.04
301551,96.61
640069,100.0
972771,96.42
127505,97.45
895633,98.53
991350,98.61
946730,97.98
