seed,maximum observed yield
33147,100.0
735393,98.69
369639,99.15
484124,98.69
660371,98.69
256661,98.69
727014,98.69
990397,98.42
480290,98.69
763943,98.69
537795,100.0
638858,98.69
946152,100.0
36627,98.2
119469,99.15
141795,98.69
211661,100.0
712277,94.64
736835,98.69
759718,98.53
858750,98.53
734945,96.48
226238,98.69
444230,98.69
754109,98.69
350962,99.15
78013,100.0
21418,98.69
976818,98.69
583239,98.69
508267,98.69
323477,98.2
312981,98.2
783750,96.48
191727,100.0
561518,99.15
718251,97.42
214990,98.42
396011,98.69
958167,98.69
177247,100.0
656320,100.0
353952,98.69
861599,96.7
793126,99.15
26158,98.42
722126,99.15
347545,98.69
972139,98.69
6755,98.69
