seed,maximum observed yield
246783,96.14
811262,96.2
917948,97.09
189133,96.74
582841,96.04
529540,99.15
366304,98.69
517776,95.06
173846,98.69
7543,98.53
252771,95.86
554529,98.53
701266,96.49
685837,100.0
639414,98.2
524773,100.0
161215,99.15
481203,96.04
501811,98.69
454216,98.42
371465,98.42
539450,100.0
799251,98.42
832390,94.33
157415,98.69
780947,96.04
36576,93.69
378483,95.49
27469,99.15
686997,98.69
576306,97.83
752631,99.15
309243,98.53
633128,96.61
938198,97.09
761172,97.42
50182,96.04
650976,94.33
716882,97.09
141543,99.15
348909,98.69
734787,96.16
833611,99.15
158748,96.48
80060,96.7
500500,95.49
115932,96.28
126173,99.15
163238,98.69
199865,99.15
