seed,maximum observed yield
650616,100.0
602620,99.81
214388,100.0
45171,100.0
519831,99.98
813891,100.0
630653,100.0
15995,100.0
632850,99.81
921823,100.0
916001,100.0
13814,99.81
625967,100.0
658182,100.0
744193,100.0
987910,100.0
218728,99.22
483535,100.0
736413,100.0
663725,100.0
897931,100.0
616794,100.0
934586,100.0
10789,100.0
769671,100.0
889118,100.0
376751,99.81
201211,100.0
162084,100.0
943927,100.0
29569,99.98
424710,99.81
589590,100.0
19721,99.98
668229,100.0
723979,100.0
171560,99.81
86595,100.0
211788,99.98
81618,100.0
246640,96.64
239500,100.0
944458,99.98
33006,99.81
440696,99.81
578895,100.0
1701,100.0
932183,100.0
207916,100.0
176908,100.0
