seed,maximum observed yield
617342,89.17
837250,88.41
929440,86.37
70894,100.0
265113,99.22
781787,99.22
199602,99.22
608702,86.14
577442,98.38
468340,84.62
480647,100.0
61855,87.62
569684,86.37
231864,100.0
828300,98.38
254170,100.0
496284,92.03
705084,99.98
170314,99.81
219807,89.95
784917,91.19
64657,89.14
240804,100.0
814619,88.89
91737,82.13
883054,84.62
377276,89.71
69971,98.49
103122,99.81
33598,80.65
376920,89.71
133877,98.38
788899,100.0
868087,99.22
510956,100.0
822583,91.19
663062,82.28
245519,100.0
485561,87.62
886914,99.98
769716,99.98
648118,89.95
413812,75.22
534894,99.22
104643,100.0
966238,100.0
798214,99.81
166821,88.41
448059,67.04
905259,100.0
