seed,maximum observed yield
134625,100.0
934082,99.98
880383,99.22
865922,100.0
361493,100.0
894843,99.81
895217,99.98
448469,52.2
309513,99.22
137303,100.0
920515,91.27
99891,99.98
537025,100.0
464954,100.0
924600,99.22
423715,99.81
490875,99.81
722405,92.03
318643,99.81
191428,99.98
839957,99.98
720697,99.81
391367,99.98
179636,99.98
425502,100.0
863033,100.0
783430,100.0
104885,99.22
789256,99.98
880689,100.0
133738,84.67
201162,95.48
248651,74.3
497730,99.22
224805,100.0
238714,99.22
899915,96.64
786803,99.98
178496,89.14
456105,100.0
172172,99.22
586068,99.98
174094,86.14
597662,99.22
298523,100.0
915069,100.0
471797,100.0
768926,99.81
425974,99.98
432382,100.0
