seed,maximum observed yield
126896,96.64
947201,98.38
569554,99.22
926230,87.62
432915,99.81
930183,89.17
921899,100.0
416667,82.28
270860,99.22
800525,100.0
2169,91.27
895886,99.22
692201,88.89
946489,91.27
393498,96.64
203981,99.81
558590,89.17
552300,88.41
19513,88.82
536698,99.22
311079,98.38
47832,99.81
879063,100.0
46808,88.41
434330,99.81
638117,100.0
119961,88.41
102565,99.81
411505,100.0
418644,88.41
698590,99.98
583382,91.27
456648,57.68
602898,100.0
695028,96.64
735158,99.81
732992,88.41
737159,99.98
329971,100.0
965978,100.0
904357,99.81
659982,85.21
924881,100.0
785551,87.32
34796,86.14
238042,88.41
623015,92.03
616854,99.22
52196,98.49
575320,99.81
