seed,maximum observed yield
851959,99.98
849521,100.0
433993,100.0
857081,100.0
859687,99.98
942967,100.0
982609,100.0
957296,100.0
895340,99.98
735963,100.0
28100,100.0
584240,100.0
469598,99.81
863970,100.0
488768,89.17
952840,99.98
492320,100.0
903862,100.0
120218,100.0
271081,100.0
982766,100.0
956440,100.0
152371,99.98
750591,100.0
877341,100.0
615763,100.0
990394,100.0
649231,99.98
656844,100.0
603104,99.98
63895,100.0
388911,100.0
632215,100.0
886560,99.98
54462,100.0
33229,100.0
481408,100.0
703253,99.98
833139,99.98
196367,100.0
317768,100.0
571146,100.0
714336,100.0
426823,100.0
54608,100.0
63588,99.98
66081,100.0
751329,99.98
888984,99.81
765728,100.0
