seed,maximum observed yield
103972,89.71
890547,99.81
860027,84.67
154531,100.0
365906,99.22
100893,99.81
598687,100.0
490749,100.0
60304,89.14
363205,95.48
750401,99.22
832335,100.0
383008,99.22
489198,99.81
48525,99.98
860891,95.48
492481,69.26
260870,99.22
494339,100.0
486551,99.81
511093,99.81
580629,99.81
65934,99.98
549978,99.22
138053,99.81
946967,99.98
334871,89.14
409447,99.98
664307,99.98
561566,78.93
952003,91.27
378049,99.81
619405,99.22
978178,99.81
949970,99.81
770468,100.0
98874,99.81
276825,99.81
776165,99.22
619525,99.22
518375,99.98
614477,99.81
780237,100.0
660994,99.98
930189,99.81
666541,91.27
589292,89.17
730431,99.22
236056,99.81
890589,99.22
