seed,maximum observed yield
670487,2.675062079
116739,2.140049664
26225,2.140049664
777572,2.140049664
288389,1.78337472
256787,2.675062079
234053,1.528606903
146316,2.140049664
772246,2.675062079
107473,2.675062079
709570,2.675062079
776646,1.78337472
935518,1.33753104
571858,2.140049664
91161,2.140049664
619176,1.78337472
442417,1.78337472
33326,1.78337472
31244,2.140049664
98246,2.140049664
229258,2.140049664
243962,1.78337472
529903,2.140049664
631262,1.78337472
27824,2.675062079
588508,2.140049664
208496,1.528606903
750800,2.140049664
681453,2.140049664
735392,1.78337472
571412,2.140049664
439898,1.78337472
231148,2.140049664
471029,1.78337472
617889,1.78337472
291704,1.78337472
848749,2.140049664
911527,1.78337472
6814,1.78337472
795667,2.675062079
844962,1.78337472
167414,1.78337472
732052,2.675062079
443143,2.140049664
356778,2.675062079
291369,1.78337472
163032,2.675062079
225772,2.140049664
800581,2.140049664
352944,2.675062079
