seed,maximum observed yield,2,3,4,5
717478,10.8976976681277,10.8248522711892,10.6621458303872,10.6522990526914,10.3534091110491
39116,11.0473692569016,11.0451256130189,10.9920413021543,10.8194275731987,10.8077481592079
100492,10.8255985460364,10.3534091110491,10.1507781069153,10.0812417474654,9.98730579463875
840320,10.9633545131964,10.8976976681277,10.8248522711892,10.6522990526914,10.6242975011291
175022,10.6719232106301,10.5573750714481,10.5170693551012,10.5008354890821,10.4881354407733
69914,10.8077481592079,10.6996804698107,10.6054681765191,10.506924595783,10.3924692315261
634518,11.0588027299478,10.7012544039377,10.6373986322649,10.3985126354414,10.1939184368552
361357,10.541274500902,10.32321264183,10.1507781069153,10.107832280357,9.95971855209076
343970,10.6632090097153,10.4881354407733,10.4271251427586,10.2343900789183,10.2232524850704
964561,10.9562423894959,10.8077481592079,10.7458369792807,10.6996804698107,10.6054681765191
959051,10.9605941216138,10.8976976681277,10.6719232106301,10.6373986322649,10.4881354407733
915480,10.6933580246131,10.6746916908009,10.1528021755548,10.0266679187374,10.001126141754
826331,10.8248522711892,10.7386485665738,10.6632090097153,10.6522990526914,10.5170693551012
833366,11.0473692569016,10.9430303296221,10.8976976681277,10.8201518056707,10.6933580246131
906699,11.0473692569016,10.6808590504964,10.3534091110491,10.2470222060606,10.1090738023591
575883,11.0451256130189,10.8255985460364,10.8194275731987,10.6905943836159,10.6596190424345
434669,11.0473692569016,10.9976537605035,10.9920413021543,10.9058743592302,10.8077481592079
487395,11.0473692569016,10.9430303296221,10.6746916908009,10.6242975011291,10.5887765049275
869104,10.9719516877311,10.8976976681277,10.8024882627236,10.6621458303872,10.468465967436
449153,10.9719516877311,10.9430303296221,10.6933580246131,10.6242975011291,10.6216107261915
594590,10.8201518056707,10.6719232106301,10.5170693551012,10.5008354890821,10.4881354407733
458907,10.4737787982198,10.3816979403088,10.2470222060606,10.1485370146638,10.0510474746798
870961,10.9719516877311,10.6933580246131,10.6808590504964,10.6746916908009,10.3146013915155
544676,10.9633545131964,10.5573750714481,10.4480332910831,10.4271251427586,10.2928113500532
336797,11.0473692569016,10.9920413021543,10.9430303296221,10.6242975011291,10.5021121755491
587163,11.0473692569016,10.9719516877311,10.9159621371923,10.8024882627236,10.6242975011291
574846,10.7386485665738,10.6719232106301,10.6632090097153,10.6522990526914,10.4881354407733
847983,10.9817855272726,10.9430303296221,10.6242975011291,10.5887765049275,10.455060237632
461668,10.9430303296221,10.6242975011291,10.5887765049275,10.5850187472382,10.4737787982198
148851,10.9976537605035,10.9920413021543,10.9633545131964,10.9562423894959,10.8077481592079
432221,10.7858288614332,9.75069298309866,9.71257317430444,9.20215195926238,9.12898258721562
411163,11.0588027299478,11.0451256130189,10.8255985460364,10.8194275731987,10.8077481592079
67474,10.9976537605035,10.9920413021543,10.9761792045837,10.9058743592302,10.7858288614332
434444,10.9633545131964,10.6746916908009,10.2293920665255,10.1485370146638,10.0510474746798
300044,11.0451256130189,10.8255985460364,10.8194275731987,10.8077481592079,10.7458369792807
154360,10.541274500902,10.32321264183,10.1485370146638,9.98650454737939,9.9603203648612
205541,11.0816180484775,10.9719516877311,10.9430303296221,10.8024882627236,10.6242975011291
149354,10.6996804698107,10.1646798177284,9.85725384310272,9.81918250611607,9.69421864109518
325128,11.0816180484775,10.8248522711892,10.7386485665738,10.6632090097153,10.5170693551012
221248,10.9633545131964,10.7858288614332,10.6216107261915,10.5191608095998,10.5021121755491
727373,10.8248522711892,10.6522990526914,10.5008354890821,10.3986983358775,10.2864517637548
964142,11.0588027299478,10.9605941216138,10.8847043322863,10.7012544039377,10.6373986322649
692983,11.0473692569016,10.9430303296221,10.6808590504964,10.5021121755491,10.3534091110491
982946,10.9920413021543,10.7458369792807,10.5098458834648,10.2136576981434,9.56232512069698
791716,10.9430303296221,10.6933580246131,10.6216107261915,10.5887765049275,10.5021121755491
973438,11.0473692569016,10.9976537605035,10.9920413021543,10.9430303296221,10.6242975011291
760494,10.9817855272726,10.9761792045837,10.9430303296221,10.9058743592302,10.7386485665738
527794,10.6746916908009,10.6522990526914,10.3997266217185,10.2616763345097,9.98286777015224
856156,10.6216107261915,10.468465967436,10.3534091110491,10.0992317730825,9.76167223326331
217732,10.9430303296221,10.8024882627236,10.6933580246131,10.5850187472382,10.3639764927504
