seed,maximum observed yield
670487,93.10117477
116739,86.08980917
26225,94.54981251
777572,88.24637541
288389,86.12188158
256787,93.09950718
234053,94.29690562
146316,98.84920594
772246,91.20970452
107473,89.46707858
709570,90.64441503
776646,86.12188158
935518,91.26694463
571858,99.03446213
91161,86.53541708
619176,92.65898323
442417,88.44637346
33326,94.54981251
31244,91.20970452
98246,80.28534176
229258,86.00345438
243962,89.47412112
529903,86.21979782
631262,97.29293259
27824,92.90401218
588508,89.55924552
208496,80.90409924
750800,93.02887198
681453,89.48065113
735392,98.73132029
571412,93.02887198
439898,91.51096876
231148,90.31730943
471029,90.64441503
617889,97.94800557
291704,86.971127
848749,81.63511603
911527,95.07020116
6814,91.93340238
795667,88.44637346
844962,91.26694463
167414,97.94800557
732052,91.52862329
443143,89.5987779
356778,98.73132029
291369,97.94800557
163032,83.73721982
225772,93.02887198
800581,88.40427326
352944,90.64441503
