seed,maximum observed yield
924575,99.98
111253,75.46
906326,99.98
216491,99.81
946743,99.81
16376,96.64
2935,96.64
355969,100.0
435697,99.81
314703,100.0
645711,100.0
580117,100.0
111309,99.22
994780,86.37
783291,99.98
362304,79.76
784265,88.89
919047,100.0
774363,99.98
53826,99.98
829569,99.81
508915,95.48
124391,99.98
329149,95.48
41052,99.98
441375,99.81
278167,99.81
36462,99.81
881609,86.43
968816,99.98
916129,95.48
535931,99.98
384204,86.14
999009,99.81
704865,89.95
814971,99.98
325963,100.0
312743,86.14
440028,88.41
821074,100.0
678417,100.0
392410,99.98
985401,99.98
557524,88.41
190829,100.0
792503,99.98
853326,92.03
27746,99.81
455373,99.81
439597,79.76
