seed,maximum observed yield
670487,96.49
116739,97.83
26225,99.05
777572,93.84
288389,96.16
256787,96.97
234053,100.0
146316,95.8
772246,91.08
107473,95.58
709570,96.89
776646,93.7
935518,96.42
571858,92.92
91161,92.8
619176,97.98
442417,98.69
33326,97.98
31244,95.29
98246,97.32
229258,92.77
243962,94.13
529903,95.29
631262,96.32
27824,93.43
588508,96.42
208496,98.53
750800,95.34
681453,93.1
735392,95.53
571412,94.39
439898,89.03
231148,92.43
471029,91.86
617889,96.3
291704,95.96
848749,95.57
911527,96.74
6814,99.15
795667,94.83
844962,92.28
167414,93.81
732052,95.53
443143,95.49
356778,94.82
291369,96.97
163032,100.0
225772,98.2
800581,94.27
352944,94.71
