seed,maximum observed yield
871889,89.17
969273,99.98
685248,99.22
803774,89.17
989869,100.0
295696,96.64
492567,100.0
763976,100.0
55808,66.9
167987,100.0
677521,99.81
317466,91.27
922452,99.98
335953,100.0
390550,89.17
203739,91.27
448687,100.0
175690,100.0
872318,99.81
496802,100.0
543494,100.0
173648,99.22
852468,100.0
701094,100.0
879367,100.0
537585,100.0
742799,100.0
947067,100.0
769035,100.0
16946,100.0
458630,100.0
34427,100.0
841730,99.81
110907,99.22
259094,100.0
474631,100.0
758093,100.0
859893,89.14
699766,100.0
845934,100.0
769836,100.0
328352,100.0
482180,100.0
646987,100.0
790805,100.0
219404,100.0
507245,100.0
434456,100.0
598080,100.0
760029,100.0
