seed,maximum observed yield
616161,100.0
633621,97.42
542103,100.0
634286,96.49
636582,97.45
218270,100.0
298950,98.2
493103,100.0
391409,98.2
4832,98.53
942733,100.0
145948,96.38
752508,99.15
696527,98.53
349467,97.42
984205,98.69
943683,98.69
400302,95.86
690363,98.53
129226,100.0
976473,100.0
432390,100.0
150881,97.83
909858,97.42
528801,99.15
31679,97.45
937803,98.69
465235,97.42
226997,98.69
981599,98.2
766989,93.73
20793,98.69
121871,98.69
118720,97.42
303801,96.7
395604,98.69
543204,98.53
522974,98.69
310134,97.09
816309,94.33
13102,96.7
768255,98.69
464369,99.15
132833,97.45
553740,98.2
115561,94.82
341808,98.53
353285,98.53
230185,100.0
644139,99.15
