seed,maximum observed yield
988057,99.81
509373,99.81
102279,99.81
605507,99.81
937728,99.81
671304,99.81
69304,99.81
381025,99.81
916620,99.81
513966,99.81
121143,99.81
167270,99.81
189890,99.81
111233,99.81
821583,99.81
471428,99.81
628261,99.81
175537,99.81
798173,99.81
674319,99.81
168127,99.81
842309,99.81
148090,99.81
9301,99.81
171879,99.81
392700,99.81
738635,99.81
161569,99.81
259130,99.81
778797,99.81
170801,99.81
694023,99.81
647984,99.81
188502,99.81
128003,99.81
920914,99.81
601228,99.81
483705,99.81
449817,99.81
791377,99.81
292187,99.81
703999,99.81
996877,99.81
452676,99.81
35914,99.81
406491,99.81
5582,99.81
427651,99.81
658882,99.81
235398,99.81
