seed,maximum observed yield
850600,83.93941968
331276,99.61910732
322097,99.99999
917704,98.84920594
363735,98.84920594
541873,93.58777419
60096,99.61910732
673726,97.56849953
673326,99.03446213
359173,98.73132029
468418,93.31083413
411417,99.61910732
897208,99.99999
98461,99.61910732
73792,99.99999
68721,99.61910732
361366,98.17713445
792728,93.74857618
898903,99.61910732
636313,99.61910732
153513,95.38648822
271141,99.61910732
875716,94.14846732
67675,93.03255731
184410,97.56849953
577641,98.28722602
993937,99.03446213
155316,99.61910732
536771,99.61910732
500928,97.56849953
148913,99.99999
185517,99.99999
73073,95.38648822
91306,99.99999
490321,99.61910732
171259,99.61910732
637953,98.84920594
187269,97.29293259
620018,99.03446213
233840,98.84920594
681103,85.89473594
490765,98.73132029
503180,99.61910732
826481,96.13228316
274107,99.61910732
515074,98.84920594
835059,99.61910732
424565,99.61910732
770392,98.84920594
473610,99.61910732
