seed,maximum observed yield
674921,99.15
162033,97.42
282888,100.0
969251,98.69
171164,100.0
39727,99.15
426663,100.0
829643,100.0
985001,98.69
539930,98.69
243426,96.04
198624,99.15
342829,94.57
611764,100.0
158181,98.69
512295,98.69
406994,99.15
857862,100.0
312854,100.0
930873,98.69
883791,100.0
691067,98.69
587598,99.15
260511,97.45
693015,100.0
319449,97.29
470112,96.3
304632,98.69
649513,98.2
493108,99.15
710339,99.15
803231,98.69
113867,99.15
881386,100.0
627833,99.15
140468,95.95
758039,100.0
21361,99.15
602598,98.69
751332,98.69
493415,100.0
671011,100.0
727335,98.53
603542,97.83
458959,98.69
371737,100.0
564241,96.7
383219,98.69
79785,94.83
93651,100.0
