seed,maximum observed yield
670487,96.7
116739,97.45
26225,98.69
777572,100.0
288389,98.69
256787,99.15
234053,96.48
146316,95.37
772246,96.57
107473,98.42
709570,98.69
776646,98.69
935518,98.69
571858,98.2
91161,98.69
619176,94.47
442417,97.98
33326,98.69
31244,100.0
98246,97.42
229258,100.0
243962,98.69
529903,100.0
631262,100.0
27824,99.05
588508,97.32
208496,99.15
750800,93.44
681453,98.69
735392,96.02
571412,100.0
439898,96.3
231148,97.29
471029,94.74
617889,98.42
291704,98.69
848749,100.0
911527,98.2
6814,96.75
795667,98.61
844962,99.15
167414,100.0
732052,98.69
443143,99.05
356778,98.69
291369,98.2
163032,95.85
225772,96.04
800581,100.0
352944,97.98
