seed,maximum observed yield
670487,94.38
116739,90.57
26225,97.98
777572,99.15
288389,95.86
256787,94.82
234053,95.8
146316,93.67
772246,94.13
107473,95.34
709570,94.57
776646,94.68
935518,92.42
571858,96.2
91161,97.29
619176,98.2
442417,96.57
33326,97.29
31244,96.14
98246,95.06
229258,92.42
243962,97.32
529903,97.29
631262,93.7
27824,96.89
588508,94.13
208496,95.85
750800,96.48
681453,93.79
735392,100.0
571412,97.29
439898,96.05
231148,92.24
471029,97.83
617889,97.98
291704,98.53
848749,95.57
911527,99.05
6814,94.82
795667,92.33
844962,91.35
167414,95.06
732052,97.98
443143,95.93
356778,94.32
291369,98.42
163032,96.42
225772,93.94
800581,96.16
352944,96.04
