seed,maximum observed yield
274189,86.14
529370,100.0
37974,99.81
947648,56.5
440640,91.27
66407,89.17
394552,84.62
555665,88.89
71623,70.26
213437,99.98
961902,92.03
323984,73.08
496876,84.81
687748,80.86
46147,96.64
701493,99.98
590430,99.81
718592,96.38
259518,89.17
737190,84.81
265638,83.85
237527,66.9
743496,99.98
679089,91.27
661594,99.98
290233,91.27
720872,89.17
360753,98.38
783979,89.71
590823,73.08
582370,100.0
505687,95.48
32956,99.22
988680,99.98
101593,99.22
317066,100.0
213714,91.27
434648,88.41
962847,73.08
517455,99.98
326163,89.17
346217,89.14
432023,88.89
93370,89.14
984953,77.01
237872,100.0
327655,80.77
470678,79.76
27857,86.37
511012,74.3
