seed,maximum observed yield
191487,100.0
228579,98.69
980587,98.69
442290,98.69
779072,98.61
624153,99.15
295520,98.69
553987,98.69
808408,98.69
670355,98.69
4360,98.53
637006,98.69
307727,98.42
54208,99.15
692874,99.15
93297,98.69
686339,98.69
447802,100.0
515717,100.0
323363,98.69
39594,94.83
183155,100.0
727261,98.69
390185,100.0
861445,100.0
312318,98.69
181127,100.0
464982,99.15
973438,99.15
528177,98.69
249788,100.0
453440,98.2
92031,100.0
539876,100.0
126749,100.0
318750,99.15
329173,98.69
724113,96.04
931530,98.69
881656,100.0
585453,98.69
212894,100.0
592601,99.15
13886,98.69
967851,98.69
509529,100.0
579391,98.69
233337,98.69
920803,99.15
753241,95.85
668324,98.69
499818,98.69
483243,98.69
628893,99.15
212047,98.53
156087,98.69
600206,98.53
164689,99.05
155438,98.69
886112,98.69
312560,94.33
698629,98.69
144295,100.0
613822,100.0
321003,98.69
905199,98.69
966502,100.0
389186,100.0
149147,98.69
811851,98.69
733402,98.53
428533,99.15
677798,98.69
728594,98.53
536402,100.0
519157,99.05
604410,100.0
771684,98.69
241804,98.69
251637,97.09
183856,98.69
635970,95.85
931494,95.85
342696,98.69
595695,99.15
505956,99.05
641630,98.2
857204,98.69
496064,98.69
329304,98.69
3112,100.0
562126,98.69
589717,99.15
497051,98.69
67633,98.69
84832,97.29
882936,98.69
233260,100.0
131505,96.57
783195,98.69
