seed,maximum observed yield
409256,99.22
475963,99.22
272043,89.14
917137,99.98
689561,99.81
484160,100.0
382170,99.22
270718,86.37
523209,100.0
26809,99.98
674343,99.98
362497,99.81
98794,99.81
612463,83.62
852019,99.81
402382,99.81
586910,99.81
44359,99.98
852810,91.19
512301,96.64
481637,85.21
543589,92.19
263455,100.0
33141,99.22
216089,99.81
740245,88.41
991463,100.0
160749,66.9
481096,99.81
16544,95.48
365184,99.98
592946,99.22
327738,100.0
934717,99.22
657431,100.0
133470,88.41
792250,80.65
624840,98.38
834596,99.98
262082,98.38
608904,99.98
908624,99.98
826523,79.76
820430,99.81
90508,91.19
54923,99.81
911661,99.22
743452,99.98
952103,99.81
492145,88.41
