seed,maximum observed yield
757100,93.10117477
206721,93.58777419
595950,94.15173815
774334,89.5866498
407431,86.971127
584814,92.90401218
962825,94.15173815
128171,88.40427326
597063,92.13719474
619995,85.99469652
630107,93.74857618
624843,95.07020116
290064,80.52782377
769299,92.13719474
500672,94.87994774
475174,86.971127
300479,95.38648822
306999,89.5987779
331105,88.82757824
573754,89.5987779
888745,88.72522624
557737,91.48509414
94450,88.72522624
276329,99.61910732
268161,92.90401218
891417,93.02887198
208879,88.24637541
13422,89.419451
54172,94.54981251
902630,92.13719474
285584,97.94800557
203681,92.12702212
200756,93.03255731
572925,88.40427326
927542,83.87445444
782587,93.10117477
43512,83.01646677
772170,89.32312927
473175,91.13914928
721507,85.65923047
526786,92.20931063
628260,91.39064225
277701,89.48065113
783012,89.88953077
581941,95.07020116
86852,93.56409267
783270,82.1847816
854070,86.10507439
834488,82.51131881
697217,95.12897845
