seed,maximum observed yield
670487,98.2
116739,98.53
26225,98.69
777572,98.69
288389,98.69
256787,99.15
234053,96.74
146316,99.15
772246,99.05
107473,97.09
709570,100.0
776646,98.69
935518,95.85
571858,98.69
91161,98.69
619176,99.15
442417,97.09
33326,98.69
31244,100.0
98246,98.2
229258,94.82
243962,98.69
529903,99.15
631262,95.8
27824,98.69
588508,100.0
208496,98.69
750800,100.0
681453,98.69
735392,96.38
571412,100.0
439898,96.32
231148,97.98
471029,98.69
617889,98.69
291704,100.0
848749,96.97
911527,98.69
6814,98.69
795667,100.0
844962,96.38
167414,100.0
732052,99.15
443143,98.53
356778,100.0
291369,98.2
163032,99.15
225772,98.69
800581,98.69
352944,100.0
