seed,maximum observed yield
513512,100.0
44835,100.0
229584,100.0
61661,100.0
76979,100.0
396273,100.0
117132,99.98
72124,100.0
306678,99.22
818408,100.0
153683,100.0
806380,100.0
724497,100.0
440661,100.0
671490,100.0
791676,100.0
637069,100.0
117947,100.0
939467,100.0
175759,99.98
261249,100.0
874610,100.0
201381,100.0
15109,99.98
203751,99.98
36714,100.0
677841,100.0
896721,100.0
474567,100.0
906733,100.0
730172,100.0
460867,100.0
624296,100.0
719678,100.0
439131,100.0
888275,100.0
261051,100.0
340968,100.0
476208,100.0
260866,100.0
414655,100.0
718507,100.0
128717,99.98
751977,100.0
204910,100.0
500985,100.0
646352,100.0
18683,100.0
941324,100.0
228413,100.0
