seed,maximum observed yield
670487,98.69
116739,98.69
26225,98.69
777572,98.2
288389,96.49
256787,99.05
234053,95.37
146316,94.03
772246,97.09
107473,97.42
709570,99.15
776646,98.69
935518,100.0
571858,98.69
91161,98.2
619176,96.7
442417,98.69
33326,98.2
31244,98.69
98246,96.74
229258,96.28
243962,96.28
529903,98.69
631262,97.42
27824,98.69
588508,100.0
208496,98.69
750800,99.15
681453,98.2
735392,98.69
571412,99.15
439898,100.0
231148,99.15
471029,100.0
617889,98.69
291704,98.69
848749,96.75
911527,98.69
6814,100.0
795667,96.7
844962,98.69
167414,96.7
732052,100.0
443143,96.04
356778,100.0
291369,98.69
163032,99.15
225772,98.61
800581,98.69
352944,98.69
