seed,maximum observed yield
670487,95.0
116739,92.8
26225,98.69
777572,98.61
288389,97.83
256787,98.2
234053,94.68
146316,94.57
772246,91.29
107473,96.2
709570,99.15
776646,93.33
935518,95.78
571858,92.27
91161,96.15
619176,94.26
442417,93.84
33326,93.52
31244,98.53
98246,97.32
229258,88.04
243962,94.69
529903,93.67
631262,96.2
27824,96.89
588508,97.29
208496,94.68
750800,92.6
681453,93.82
735392,97.98
571412,96.7
439898,96.6
231148,92.83
471029,97.42
617889,94.82
291704,91.15
848749,98.69
911527,96.6
6814,96.14
795667,93.38
844962,94.67
167414,94.39
732052,95.29
443143,95.62
356778,96.2
291369,96.97
163032,96.57
225772,96.28
800581,96.57
352944,93.67
