seed,maximum observed yield
377210,98.38
946412,98.38
221995,98.38
694209,98.38
18306,98.38
575080,98.38
870338,98.38
307644,98.38
711624,98.38
37962,98.38
227723,98.38
258645,98.38
260074,98.38
4795,98.38
597170,98.38
259509,98.38
950603,98.38
18491,98.38
252862,98.38
311865,98.38
438681,98.38
932346,98.38
424623,98.38
571154,98.38
227248,98.38
764989,98.38
741610,98.38
628622,98.38
53091,98.38
800069,98.38
987257,98.38
485476,98.38
288760,98.38
88780,98.38
482901,98.38
138044,98.38
455735,98.38
983309,98.38
815734,98.38
527795,98.38
838580,98.38
214679,98.38
631344,98.38
128176,98.38
5859,98.38
563957,98.38
35764,98.38
240992,98.38
108072,98.38
729112,98.38
