seed,maximum observed yield
202384,99.03446213
594909,82.71053034
701468,94.54981251
580408,98.84920594
37290,97.56849953
828862,98.84920594
917482,94.15173815
563816,99.61910732
977715,75.06056887
797666,99.61910732
828031,98.84920594
329482,97.94800557
287962,98.84920594
284798,97.56849953
498692,95.38648822
206509,75.06056887
82630,92.65898323
834260,99.99999
93157,95.38648822
839659,98.17713445
933772,99.99999
491943,99.99999
474089,98.17713445
791157,99.99999
252556,94.69105416
425765,96.13228316
166361,99.99999
410450,98.84920594
337913,98.28722602
445005,99.99999
398938,94.87994774
151749,85.89473594
998720,98.28722602
602342,85.89473594
248770,95.75260589
77205,98.84920594
956367,99.99999
572767,99.99999
686916,94.15173815
229436,94.69105416
676659,98.84920594
975287,94.54981251
80398,99.03446213
482210,98.84920594
736896,99.03446213
611999,99.61910732
952082,98.84920594
390188,98.84920594
780298,98.84920594
276854,82.63071562
