seed,maximum observed yield
847499,96.64
249244,100.0
271350,96.64
760658,100.0
30659,100.0
867873,100.0
377986,100.0
95427,99.81
799965,89.17
72290,100.0
95988,100.0
619706,92.03
443030,100.0
645274,89.17
551412,99.98
352950,100.0
953398,100.0
105154,89.17
526505,100.0
380536,100.0
154139,99.98
347343,91.27
782720,100.0
879368,100.0
818290,100.0
401007,99.81
742890,100.0
712834,99.98
339967,99.81
204000,100.0
235591,100.0
571938,100.0
469738,100.0
343946,100.0
184776,100.0
401059,100.0
641761,91.27
201970,100.0
300512,99.98
966778,100.0
543669,100.0
421692,100.0
970932,100.0
580633,100.0
521916,100.0
281042,100.0
639697,89.17
812117,99.81
413733,100.0
385283,100.0
