seed,maximum observed yield
676580,99.15
579067,98.53
951103,95.93
315902,87.24
594899,96.57
466618,97.42
698396,99.15
807678,98.69
6322,97.09
247983,98.42
160117,96.02
93616,99.15
285957,97.09
72121,98.69
123240,98.69
725428,98.53
331084,98.2
581776,97.32
640357,97.98
666211,98.2
603778,95.37
78072,98.2
566231,98.69
399775,95.53
948528,97.09
207179,98.2
565025,98.69
281834,99.15
760925,97.09
216362,98.42
820599,94.88
196169,96.74
212969,98.2
567523,96.74
168643,98.69
56328,96.14
841962,100.0
636916,99.15
978218,95.97
551866,98.53
487748,98.61
502937,97.42
44019,99.15
595708,96.16
37593,97.42
43471,98.69
155709,99.15
959390,98.69
380295,97.98
274137,95.85
