seed,maximum observed yield
670487,98.69
116739,98.69
26225,98.69
777572,98.2
288389,98.69
256787,100.0
234053,98.53
146316,98.69
772246,98.69
107473,98.69
709570,100.0
776646,98.69
935518,98.69
571858,98.69
91161,98.2
619176,99.15
442417,98.53
33326,98.69
31244,98.69
98246,98.2
229258,100.0
243962,98.69
529903,98.69
631262,99.15
27824,98.69
588508,100.0
208496,100.0
750800,95.85
681453,98.69
735392,96.57
571412,100.0
439898,98.69
231148,98.69
471029,98.69
617889,99.15
291704,98.69
848749,98.69
911527,98.69
6814,98.69
795667,100.0
844962,100.0
167414,98.69
732052,99.15
443143,98.69
356778,100.0
291369,100.0
163032,98.53
225772,98.69
800581,99.15
352944,100.0
