seed,maximum observed yield
670487,96.42
116739,91.57
26225,98.69
777572,96.02
288389,96.19
256787,99.05
234053,100.0
146316,95.78
772246,94.26
107473,96.3
709570,96.25
776646,96.28
935518,98.2
571858,94.8
91161,94.46
619176,96.42
442417,96.16
33326,91.14
31244,92.43
98246,91.88
229258,96.42
243962,96.61
529903,100.0
631262,94.27
27824,93.05
588508,96.04
208496,94.8
750800,95.36
681453,96.14
735392,96.76
571412,95.93
439898,93.28
231148,91.35
471029,99.05
617889,99.15
291704,100.0
848749,91.65
911527,94.83
6814,95.86
795667,97.45
844962,93.84
167414,92.22
732052,95.57
443143,94.71
356778,94.85
291369,96.97
163032,93.78
225772,93.69
800581,94.64
352944,96.7
