seed,maximum observed yield
670487,98.69
116739,98.69
26225,98.69
777572,98.53
288389,98.69
256787,100.0
234053,100.0
146316,96.14
772246,98.69
107473,100.0
709570,100.0
776646,98.69
935518,98.53
571858,94.33
91161,100.0
619176,98.69
442417,98.2
33326,98.69
31244,98.69
98246,98.69
229258,100.0
243962,99.15
529903,99.15
631262,98.69
27824,98.69
588508,98.69
208496,98.69
750800,100.0
681453,98.69
735392,98.69
571412,100.0
439898,98.69
231148,98.69
471029,98.53
617889,98.69
291704,98.69
848749,99.15
911527,98.69
6814,98.69
795667,100.0
844962,100.0
167414,100.0
732052,99.15
443143,100.0
356778,100.0
291369,96.97
163032,99.15
225772,96.57
800581,99.15
352944,96.38
