seed,maximum observed yield
653768,98.38
826903,99.98
599300,80.86
827491,89.95
755033,99.98
52657,91.27
847882,69.13
886857,99.81
383224,78.93
11690,99.98
895571,91.27
735158,88.89
392729,99.81
888707,80.86
533391,99.22
505847,98.38
993968,99.81
511819,87.83
296008,99.98
998897,80.39
745791,99.22
471038,100.0
614702,84.67
938699,84.49
555688,100.0
79682,99.98
278911,99.81
747070,91.27
238388,99.81
401999,98.38
313688,99.22
192840,100.0
86280,100.0
26768,99.98
191214,83.62
74844,100.0
223880,99.98
33974,88.41
723666,100.0
611455,100.0
871967,100.0
38407,96.64
759262,99.81
403680,99.81
843698,98.38
943737,99.81
321942,99.81
841817,100.0
262330,100.0
585626,99.98
