seed,maximum observed yield
602614,94.67
747282,94.74
349126,96.74
968755,97.32
537218,97.32
327910,94.13
279338,94.67
178343,96.3
851676,96.14
961298,96.15
888664,96.61
192907,96.61
399472,91.35
629803,96.49
735358,97.09
491853,100.0
259395,97.45
138788,91.17
520863,97.09
386024,97.45
849332,94.15
326462,94.23
561764,96.38
7362,98.69
919338,96.04
502680,93.82
624526,94.32
994075,92.49
521911,93.44
267758,93.81
78341,96.04
435102,96.7
445626,92.58
739906,90.57
762884,98.2
339994,97.32
286328,97.32
584347,93.82
604758,94.88
871910,95.58
75484,96.48
153297,96.32
580567,92.08
110950,98.2
309346,94.64
520618,96.74
59952,92.96
690481,97.42
106816,96.75
985490,96.02
