seed,maximum observed yield
670487,99.61910732
116739,94.54981251
26225,92.90401218
777572,99.61910732
288389,99.61910732
256787,98.84920594
234053,98.73132029
146316,97.56849953
772246,99.03446213
107473,98.84920594
709570,98.84920594
776646,94.14846732
935518,99.61910732
571858,98.84920594
91161,97.94800557
619176,99.61910732
442417,99.03446213
33326,99.61910732
31244,99.99999
98246,94.69105416
229258,98.84920594
243962,97.56849953
529903,99.61910732
631262,96.13228316
27824,99.99999
588508,98.17713445
208496,98.84920594
750800,99.03446213
681453,99.99999
735392,99.03446213
571412,98.84920594
439898,99.99999
231148,98.28722602
471029,99.99999
617889,99.61910732
291704,99.61910732
848749,99.99999
911527,98.84920594
6814,98.17713445
795667,99.61910732
844962,98.84920594
167414,99.99999
732052,99.61910732
443143,97.29293259
356778,99.61910732
291369,98.84920594
163032,95.38648822
225772,95.38648822
800581,99.61910732
352944,99.61910732
