seed,maximum observed yield
708371,96.74
415661,98.42
582086,96.74
479752,95.8
808016,100.0
536826,97.83
480896,94.83
473885,99.15
757633,95.85
780244,96.6
781331,96.74
408641,98.2
673487,97.83
972318,98.53
510830,98.69
562875,97.98
895622,94.83
50765,96.28
916428,94.15
562595,94.03
897220,99.15
706389,96.74
210881,98.69
401261,93.67
392536,94.83
465049,99.15
582975,96.74
464518,98.2
934278,98.42
114576,98.2
738992,95.65
622871,95.37
934543,95.53
414714,97.29
147856,99.15
895284,100.0
438091,92.82
298692,98.69
565291,96.74
821632,98.69
906266,96.48
269686,95.49
977582,96.61
336966,96.02
907364,99.05
121580,98.69
46718,95.65
278194,98.53
8136,96.7
297791,92.7
