seed,maximum observed yield
198050,94.23
368674,97.45
23586,98.53
3769,95.85
259993,97.09
461053,98.69
215265,98.69
3433,98.53
68653,98.53
690967,98.69
943261,96.74
163604,98.69
604999,93.45
403713,94.82
541127,95.97
610123,98.53
229583,98.2
455157,98.53
210210,98.69
139408,96.7
598169,96.16
592586,98.69
769994,100.0
633733,96.7
750632,98.69
349094,97.09
715213,97.45
782153,98.2
664710,98.69
539173,98.53
991875,100.0
248186,97.32
521636,98.53
938765,98.69
396066,98.53
967456,98.69
798521,97.45
856408,98.69
96223,95.0
891767,96.16
308861,96.16
552170,98.53
717713,98.53
66769,95.85
761335,98.53
395556,96.7
383053,98.69
487401,96.75
693018,96.42
323913,98.2
