seed,maximum observed yield
775844,96.04
323845,98.69
941931,98.69
601167,98.53
885193,100.0
629237,98.69
830880,99.15
770857,97.83
812614,100.0
452027,98.69
79727,100.0
18007,98.69
132991,100.0
960317,99.15
714817,99.15
973521,100.0
556183,98.69
581322,99.15
232773,98.69
548592,98.69
508067,98.42
528208,100.0
636379,99.15
389749,99.15
884974,99.15
318371,100.0
367229,98.69
183218,98.69
935189,98.69
786910,99.15
808669,99.05
263095,99.15
358261,97.09
406640,99.15
999939,99.15
296210,96.74
914796,98.69
582464,100.0
29783,99.15
131300,98.69
540046,100.0
702006,99.15
122737,98.53
52200,98.42
674564,97.45
351076,100.0
361069,100.0
614743,98.69
473129,98.53
263153,98.69
