seed,maximum observed yield
795078,100.0
879670,99.15
187088,96.15
785981,94.32
499919,94.08
140768,97.83
486881,93.1
669350,96.48
939918,96.02
517354,95.93
781492,96.3
26990,94.69
587187,95.85
479607,95.36
790438,93.65
420062,94.39
558180,93.81
174241,92.25
668203,93.67
696075,96.14
832396,92.9
574999,98.2
834157,92.43
5717,95.53
491699,96.74
337822,93.05
249677,96.97
585728,97.98
261831,97.98
382560,96.61
743404,100.0
821672,98.69
853417,95.65
480273,93.09
770897,95.65
59845,95.58
887868,96.3
467417,96.28
586067,94.6
269013,94.57
783647,98.2
345681,96.14
465067,94.08
62208,96.05
83324,92.01
515920,100.0
743981,98.2
762413,98.42
272972,96.74
452846,93.7
