seed,maximum observed yield
651989,99.81
174193,99.81
262152,99.81
256479,99.81
916892,99.81
733516,99.81
783248,99.81
4646,99.81
440777,99.81
653485,99.81
384190,99.81
1205,99.81
343082,99.81
21273,99.81
590043,99.81
606765,99.81
260957,99.81
729468,99.81
807520,99.81
154045,99.81
559975,99.81
513568,99.81
798219,99.81
22158,99.81
562438,99.81
159560,99.81
909080,99.81
417402,99.81
567777,99.81
719750,99.81
119978,99.81
549207,99.81
732390,99.81
320009,99.81
817949,99.81
791271,99.81
905778,99.81
684560,99.81
669650,99.81
93249,99.81
223286,99.81
410754,99.81
546012,99.81
790023,99.81
285172,99.81
301613,99.81
683997,99.81
43490,99.81
589600,99.81
454635,99.81
