seed,maximum observed yield
670487,86.79260178
116739,92.72370704
26225,83.36436834
777572,92.35381549
288389,85.53405964
256787,91.93340238
234053,92.65898323
146316,86.42573792
772246,90.73131654
107473,91.37329051
709570,94.15173815
776646,83.95560608
935518,92.12702212
571858,86.76211847
91161,93.58777419
619176,97.29293259
442417,91.26694463
33326,98.73132029
31244,96.59121826
98246,85.68357471
229258,79.37053051
243962,86.21496371
529903,98.17713445
631262,84.60201966
27824,86.21979782
588508,85.14465222
208496,83.93941968
750800,86.10507439
681453,85.64532689
735392,92.11972779
571412,70.22907456
439898,80.28994263
231148,92.13719474
471029,91.48509414
617889,87.36384149
291704,95.38648822
848749,91.13914928
911527,92.72370704
6814,92.90401218
795667,95.55515456
844962,98.73132029
167414,98.84920594
732052,97.29293259
443143,95.55515456
356778,92.25602815
291369,95.55515456
163032,88.51390693
225772,82.51131881
800581,87.36384149
352944,90.64441503
