seed,maximum observed yield
81496,96.16
37143,93.28
111102,98.42
134603,98.69
203452,95.5
336222,96.25
267135,99.15
357930,95.5
109978,97.32
161852,98.69
359805,100.0
61152,99.15
775745,94.47
112248,97.45
691225,98.69
5668,99.15
248633,96.74
79850,100.0
46525,100.0
887227,97.83
305205,96.14
720232,98.2
865539,95.85
116369,94.26
666593,92.88
817384,97.83
46778,98.69
900216,98.69
169312,98.69
959010,97.09
666529,95.8
586281,98.69
357049,96.32
171274,98.69
90071,96.74
872144,98.69
531630,98.69
802003,93.44
220634,99.15
844925,96.7
354107,96.57
648958,98.69
242760,98.69
78714,98.2
648155,98.42
906767,98.69
832351,97.42
547727,94.83
4223,100.0
850657,98.69
